frame,head_x,head_y,head_z,thorax_x,thorax_y,thorax_z,abdomen_x,abdomen_y,abdomen_z
143,492.10504150390625,708.9698486328125,0.0,488.1905212402344,692.3146362304688,0.0,476.7257080078125,668.0074462890625,0.0
144,491.98895263671875,708.9303588867188,0.0,488.0952453613281,692.3043212890625,0.0,476.5915832519531,668.043701171875,0.0
145,488.6383972167969,708.818603515625,0.0,484.3386535644531,688.48486328125,0.0,472.315673828125,664.2659301757812,0.0
146,488.67828369140625,712.3084716796875,0.0,484.3652038574219,692.3695068359375,0.0,472.42236328125,668.1818237304688,0.0
147,492.5173034667969,716.2749633789062,0.0,484.9372253417969,696.7432861328125,0.0,473.0617980957031,672.6627807617188,0.0
148,489.00213623046875,720.3792114257812,0.0,484.86871337890625,703.98583984375,0.0,473.3933410644531,679.7291870117188,0.0
149,488.7166748046875,720.84130859375,0.0,484.3629150390625,700.3934326171875,0.0,472.43853759765625,676.2260131835938,0.0
150,481.5523681640625,712.3092041015625,0.0,481.28387451171875,695.8074340820312,0.0,480.7808837890625,667.7847290039062,0.0
151,484.830322265625,712.6138305664062,0.0,481.1268615722656,692.5562744140625,0.0,473.1741943359375,664.6959838867188,0.0
152,484.8438720703125,712.611083984375,0.0,481.0800476074219,692.5531005859375,0.0,473.1101379394531,664.6390991210938,0.0
153,492.4499816894531,704.6436157226562,0.0,487.9764709472656,688.270263671875,0.0,475.97528076171875,664.1698608398438,0.0
154,492.2862854003906,704.6433715820312,0.0,488.00042724609375,688.3011474609375,0.0,476.0028991699219,664.3495483398438,0.0
155,491.9403381347656,704.4607543945312,0.0,487.7828063964844,688.2880859375,0.0,475.8755187988281,664.2381591796875,0.0
156,492.27716064453125,703.9895629882812,0.0,487.7585144042969,687.9698486328125,0.0,475.7260437011719,663.95361328125,0.0
157,496.1141357421875,697.0736694335938,0.0,484.52301025390625,680.8431396484375,0.0,468.4250793457031,660.4656982421875,0.0
158,495.96038818359375,696.9131469726562,0.0,484.28955078125,680.65087890625,0.0,464.70989990234375,660.2923583984375,0.0
159,496.4446716308594,700.90234375,0.0,488.1202392578125,684.8804931640625,0.0,472.1171569824219,664.5386962890625,0.0
160,496.4051818847656,700.8833618164062,0.0,488.11474609375,684.8392333984375,0.0,472.13177490234375,664.4862060546875,0.0
161,513.0596923828125,688.512451171875,0.0,496.731689453125,677.1362915039062,0.0,469.13275146484375,664.6172485351562,0.0
162,477.18876044678916,612.4471242811575,0.0,477.8450337082233,594.809675434945,0.0,476.41103568069104,570.2943304178494,0.0
163,516.45361328125,689.08349609375,0.0,500.28564453125,680.6889038085938,0.0,476.070068359375,664.751953125,0.0
164,516.4525146484375,689.0899047851562,0.0,500.28375244140625,680.6965942382812,0.0,476.0686340332031,664.7564086914062,0.0
165,516.4264526367188,689.074462890625,0.0,500.2641906738281,680.68115234375,0.0,476.0548095703125,664.7413940429688,0.0
166,516.4347534179688,689.060546875,0.0,500.2750244140625,680.6574096679688,0.0,476.0962829589844,664.70263671875,0.0
167,516.4575805664062,689.08544921875,0.0,500.29205322265625,680.6762084960938,0.0,476.1142272949219,664.7127685546875,0.0
168,516.4649658203125,689.1012573242188,0.0,500.31390380859375,680.6817016601562,0.0,476.1257019042969,664.7322998046875,0.0
169,517.1591796875,688.36279296875,0.0,500.77252197265625,683.6085205078125,0.0,472.702392578125,671.8331298828125,0.0
170,520.9129028320312,688.7915649414062,0.0,504.36669921875,684.5817260742188,0.0,476.3753356933594,676.417236328125,0.0
171,516.3939819335938,693.0018920898438,0.0,499.9683837890625,688.75830078125,0.0,471.9060974121094,681.037353515625,0.0
172,513.361572265625,692.9932250976562,0.0,496.7322082519531,688.9277954101562,0.0,468.53131103515625,677.3311157226562,0.0
173,556.12158203125,764.7816772460938,0.0,560.126953125,748.240966796875,0.0,564.3797607421875,717.021240234375,0.0
174,544.7761840820312,783.694091796875,0.0,548.935302734375,767.6968383789062,0.0,556.8563232421875,736.709228515625,0.0
175,544.2806396484375,783.7913818359375,0.0,551.6507568359375,767.7910766601562,0.0,559.4849853515625,736.6558837890625,0.0
176,544.9308914824097,790.1090196669252,0.0,549.6978962973747,771.740215659691,0.0,557.29069762529,737.2065611560298,0.0
177,544.0950317382812,792.9683837890625,0.0,548.3969116210938,776.4740600585938,0.0,552.4617919921875,745.18701171875,0.0
178,544.2064819335938,792.5552978515625,0.0,548.3892822265625,776.0197143554688,0.0,556.3035888671875,744.7315063476562,0.0
179,542.1006669874317,792.8305841138397,0.0,547.2318687867615,776.5539823016801,0.0,555.172228103705,745.6864928296477,0.0
180,559.6551513671875,801.127685546875,0.0,559.6847534179688,784.4082641601562,0.0,552.0421142578125,756.4676513671875,0.0
181,496.4407043457031,825.1065673828125,0.0,480.63507080078125,832.8250122070312,0.0,456.9134521484375,845.1283569335938,0.0
182,496.4410095214844,825.1064453125,0.0,480.6353454589844,832.824951171875,0.0,456.9137268066406,845.1282958984375,0.0
183,496.2891540527344,825.2885131835938,0.0,480.5094299316406,832.9647827148438,0.0,456.7845764160156,845.233642578125,0.0
184,496.2742919921875,828.2525024414062,0.0,480.51580810546875,833.0280151367188,0.0,456.8463134765625,845.3409423828125,0.0
185,496.2203674316406,825.31201171875,0.0,480.4645690917969,832.9867553710938,0.0,456.7935485839844,845.3021240234375,0.0
186,496.270263671875,828.2740478515625,0.0,480.5061340332031,833.051025390625,0.0,456.8239440917969,845.3966674804688,0.0
187,496.3084716796875,828.2750244140625,0.0,480.5400695800781,833.0538940429688,0.0,456.8747253417969,845.37158203125,0.0
188,496.3045349121094,825.3309936523438,0.0,480.5362854003906,833.0118408203125,0.0,456.8689880371094,845.3656005859375,0.0
189,496.23968505859375,828.310546875,0.0,480.4832458496094,833.0800170898438,0.0,456.8155212402344,845.413818359375,0.0
190,492.6892395019531,824.0748901367188,0.0,480.0623474121094,832.2940673828125,0.0,456.56292724609375,847.8914794921875,0.0
191,492.81982421875,820.6148071289062,0.0,480.42205810546875,832.197509765625,0.0,460.6798095703125,848.9192504882812,0.0
192,492.5633850097656,820.8458862304688,0.0,480.22540283203125,832.3667602539062,0.0,460.525634765625,849.0415649414062,0.0
193,492.5875244140625,820.9428100585938,0.0,480.26226806640625,832.4664916992188,0.0,460.57684326171875,849.182861328125,0.0
194,492.64312744140625,820.9262084960938,0.0,480.32635498046875,832.460205078125,0.0,460.54205322265625,852.0381469726562,0.0
195,492.607421875,820.912109375,0.0,480.31048583984375,832.449951171875,0.0,460.5906677246094,852.0435180664062,0.0
196,492.45416259765625,820.9818115234375,0.0,480.1679992675781,832.516357421875,0.0,460.44903564453125,852.1222534179688,0.0
197,448.9989013671875,799.9595336914062,0.0,436.9112548828125,811.9515991210938,0.0,420.741943359375,828.60009765625,0.0
198,448.95556640625,800.54833984375,0.0,436.7995910644531,812.3317260742188,0.0,417.3375244140625,831.9260864257812,0.0
199,448.9455871582031,800.5794677734375,0.0,436.7551574707031,812.3346557617188,0.0,417.2337646484375,831.9225463867188,0.0
200,449.03558349609375,800.577880859375,0.0,436.8157958984375,812.3265991210938,0.0,417.27197265625,831.9191284179688,0.0
201,449.04608154296875,800.5645141601562,0.0,436.8148193359375,812.3055419921875,0.0,417.21185302734375,831.86767578125,0.0
202,449.1178283691406,800.6113891601562,0.0,436.8382263183594,812.3362426757812,0.0,417.184814453125,831.8519897460938,0.0
203,510.066499886095,780.7422191699391,0.0,520.6374659101801,767.4877085937546,0.0,543.0838631598044,743.2688198408675,0.0
204,451.4783630371094,800.5560302734375,0.0,439.5306091308594,812.1886596679688,0.0,419.7557678222656,828.5214233398438,0.0
205,449.20404052734375,800.699951171875,0.0,436.881103515625,812.3574829101562,0.0,417.3617858886719,829.0042724609375,0.0
206,449.2108154296875,800.6554565429688,0.0,436.8910827636719,812.3322143554688,0.0,417.4203796386719,829.0100708007812,0.0
207,451.5008239746094,800.554931640625,0.0,439.56512451171875,812.1719970703125,0.0,419.8092041015625,828.5145263671875,0.0
208,449.25506591796875,800.7369384765625,0.0,436.9186096191406,812.3764038085938,0.0,417.3833923339844,829.0042114257812,0.0
209,510.14616649814263,780.4608950735842,0.0,522.240547383486,768.5064517707118,0.0,543.1430897016819,741.5497171183064,0.0
210,451.56365966796875,800.5244140625,0.0,439.61383056640625,812.1332397460938,0.0,419.8909606933594,828.4728393554688,0.0
211,449.1210632324219,800.6174926757812,0.0,436.8501892089844,812.295654296875,0.0,417.4375,828.9302368164062,0.0
212,449.185546875,800.6549682617188,0.0,436.8721923828125,812.3096923828125,0.0,417.39935302734375,828.944091796875,0.0
213,449.0762634277344,800.7998657226562,0.0,436.76531982421875,812.4081420898438,0.0,417.2206726074219,828.9931030273438,0.0
214,449.03765869140625,800.828857421875,0.0,436.741455078125,812.4331665039062,0.0,417.2698059082031,829.0457763671875,0.0
215,449.0437316894531,800.857421875,0.0,436.7469482421875,812.459716796875,0.0,417.26715087890625,829.0748901367188,0.0
216,449.05865478515625,800.8645629882812,0.0,436.754150390625,812.4649047851562,0.0,417.2322998046875,829.0859985351562,0.0
217,449.0179443359375,800.894287109375,0.0,436.7113037109375,812.4921875,0.0,417.1944274902344,829.0660400390625,0.0
218,449.0238037109375,800.9216918945312,0.0,436.7344970703125,812.5208129882812,0.0,417.2713928222656,829.1178588867188,0.0
219,449.0691223144531,800.9058227539062,0.0,436.7776184082031,812.5074462890625,0.0,417.3345031738281,829.1176147460938,0.0
220,449.0829162597656,800.952880859375,0.0,436.777587890625,812.5233154296875,0.0,417.3001708984375,829.1328735351562,0.0
221,449.07879638671875,800.97021484375,0.0,436.7743835449219,812.5365600585938,0.0,417.26739501953125,829.1197509765625,0.0
222,449.06884765625,800.9788818359375,0.0,436.76226806640625,812.53662109375,0.0,417.2593994140625,829.1091918945312,0.0
223,449.06884765625,800.9788818359375,0.0,436.76226806640625,812.53662109375,0.0,417.2593994140625,829.1091918945312,0.0
224,449.0831298828125,800.9884643554688,0.0,436.7802429199219,812.5429077148438,0.0,417.2940979003906,829.110107421875,0.0
225,449.04461669921875,801.0919189453125,0.0,436.6829833984375,812.6477661132812,0.0,417.1016540527344,829.23583984375,0.0
226,448.96563720703125,801.021484375,0.0,436.6443176269531,812.5725708007812,0.0,417.11083984375,829.1839599609375,0.0
227,449.0207214355469,801.0156860351562,0.0,436.69677734375,812.55224609375,0.0,417.1711120605469,829.1675415039062,0.0
